,소재지명,도로명,위도,경도,시설구분
192,삼풍동어린이공원,경기도 용인시 수지구 문인로 69,37.3310355953,127.0953563513,공중화장실
193,상현근린공원,경기도 용인시 수지구 만현로 48,37.3103813646,127.0865406864,공중화장실
194,수지생태공원,경기도 용인시 수지구 수지로 253,37.3241433271,127.0859009492,공중화장실
195,동천체육공원,경기도 용인시 수지구 수풍로116번길 23,37.3343467844,127.0962642496,공중화장실
196,수지도서관,경기도 용인시 수지구 문정로7번길 23,37.3202797699,127.0946916926,공중화장실
197,구성도서관,경기도 용인시 기흥구 구성로77번길 17,37.296762084,127.1189858971,공중화장실
198,기흥도서관,경기도 용인시 기흥구 기흥로116번길 10,37.2861579721,127.1139125668,공중화장실
199,상현도서관,경기도 용인시 수지구 법조로 232,37.2996472812,127.0742442077,공중화장실
200,성복도서관,경기도 용인시 수지구 성복1로164번길 6,37.3169135772,127.0631656554,공중화장실
201,참좋은병원,경기도 용인시 수지구 광교중앙로 311,37.2978161636,127.0689063627,공중화장실
202,금강프라자,경기도 용인시 수지구 대지로 43,37.3286110329,127.1142987721,개방화장실
203,원희캐슬프라자,경기도 용인시 수지구 만현로 110,37.3067600253,127.0846083156,개방화장실
204,수지농협,경기도 용인시 수지구 문정로 20,37.3227013862,127.0964168517,공중화장실
205,이마트 수지점,경기도 용인시 수지구 수지로 203,37.3197625692,127.0833291279,공중화장실
206,에덴프라자 개방화장실,경기도 용인시 수지구 신봉2로 5,37.3235993369,127.0773597443,개방화장실
207,(주)죽전패션타운점,경기도 용인시 수지구 용구대로 2729,37.3293401913,127.108515702,공중화장실
208,예스병원용인분당점,경기도 용인시 수지구 용구대로 2736,37.3298838123,127.1093594708,공중화장실
209,신봉체육공원,경기도 용인시 수지구 신봉1로 181,37.3289527128,127.0671482485,공중화장실
210,(주)이마트 죽전점,경기도 용인시 수지구 포은대로 552,37.3253249176,127.1100038667,공중화장실
211,린병원,경기도 용인시 수지구 포은대로59번길 15,37.3006636584,127.0661933603,공중화장실
212,수지로얄스포츠센타,경기도 용인시 수지구 풍덕천로 119,37.3231017192,127.0948684138,개방화장실
213,신주프라자,경기도 용인시 수지구 현암로 164,37.3312494795,127.1275487633,개방화장실
214,산사랑,경기도 용인시 수지구 샘말로89번길 9,37.3531736971,127.0457250651,개방화장실
215,풍덕천2동 행정복지센터,경기도 용인시 수지구 풍덕천로 51,37.3194571844,127.0887933786,공중화장실
216,신봉동행정복지센터,경기도 용인시 수지구 수지로 215,37.3206650519,127.0836401668,공중화장실
217,죽전2동 행정복지센터,경기도 용인시 수지구 포은대로 523,37.3259090269,127.1067388286,공중화장실
218,기흥구청,경기도 용인시 기흥구 관곡로 95,37.2804510231,127.114702591,공중화장실
219,고매보건진료소,경기도 용인시 기흥구 동탄기흥로 713-1,37.2229501389,127.0982339701,공중화장실
220,수지복지센터,경기도 용인시 수지구 포은대로 435,37.3222450318,127.097401236,공중화장실
221,용인농촌테마파크 야외화장실,경기도 용인시 처인구 원삼면 농촌파크로 80-1,37.1710136889,127.2971196591,공중화장실
222,상현2동 행정복지센터,경기도 용인시 수지구 만현로 48,37.3103813646,127.0865406864,공중화장실
223,풍덕천1동 행정복지센터,경기도 용인시 수지구 수지로342번길 3,37.3279697009,127.0950115914,공중화장실
224,신갈천 어정삼거리,경기도 용인시 기흥구 중부대로 648,37.2677739187,127.1334783672,공중화장실
225,진위천 방아리,경기도 용인시 처인구 남사읍 처인성로298번길 58-11,37.1121310842,127.1588005394,공중화장실
226,광교역사공원,경기도 용인시 수지구 포은대로 37,37.2994684629,127.0647333964,공중화장실
227,강남앤플러스상가,경기도 용인시 기흥구 강남로 3,37.2710681196,127.1261422767,개방화장실
228,동백2동 행정복지센터,경기도 용인시 기흥구 동백중앙로 214,37.2725250584,127.1516488488,공중화장실
229,중앙프라자,경기도 용인시 기흥구 동백7로 83,37.2816816156,127.1603942945,개방화장실
230,죽전누리에들B동 개방화장실,경기도 용인시 기흥구 죽전로 20,37.3200530391,127.110380987,개방화장실
231,쥬네브썬월드,경기도 용인시 기흥구 동백죽전대로 444,37.2779963615,127.1515897965,공중화장실
232,프라임병원,경기도 용인시 기흥구 용구대로 2355,37.296756075,127.1088538757,공중화장실
233,롯데마트 신갈점,경기도 용인시 기흥구 중부대로 375,37.2719914002,127.1078315492,공중화장실
234,농협유통하나로클럽 용인점,경기도 용인시 기흥구 중부대로 682,37.2660505356,127.1358438915,공중화장실
235,이마트 보라점,경기도 용인시 기흥구 한보라1로 92,37.2475093564,127.1050944654,공중화장실
236,기흥수상골프,경기도 용인시 기흥구 공세로47번길 78,37.2307559356,127.1007966345,개방화장실
237,곱든고개 등산로입구,경기도 용인시 처인구 원삼면 동부로 962,37.1815278308,127.2838880309,공중화장실
238,경안천 둔전생태공원,경기도 용인시 처인구 포곡읍 포곡로61번길 9-3,37.2680995506,127.2121679318,공중화장실
